,Open,High,Low,Close,Adj Close,Volume
2021-01-04 09:30:00-05:00,3270.0,3272.0,3217.0,3235.080078125,3235.080078125,817344
2021-01-04 10:30:00-05:00,3236.0,3239.330078125,3188.0,3195.239990234375,3195.239990234375,614296
2021-01-04 11:30:00-05:00,3194.0849609375,3195.489990234375,3145.0,3160.614990234375,3160.614990234375,809036
2021-01-04 12:30:00-05:00,3159.840087890625,3181.8798828125,3144.02001953125,3180.530029296875,3180.530029296875,559356
2021-01-04 13:30:00-05:00,3180.7890625,3190.419921875,3175.0,3180.5,3180.5,362154
2021-01-04 14:30:00-05:00,3181.60009765625,3183.260009765625,3166.429931640625,3176.489990234375,3176.489990234375,292583
2021-01-04 15:30:00-05:00,3177.18994140625,3197.349853515625,3172.14990234375,3186.64990234375,3186.64990234375,495186
2021-01-05 09:30:00-05:00,3166.010009765625,3217.5,3165.06005859375,3202.5,3202.5,860142
2021-01-05 10:30:00-05:00,3202.3349609375,3202.580078125,3185.580078125,3194.0,3194.0,344065
2021-01-05 11:30:00-05:00,3194.239990234375,3201.889892578125,3189.0,3190.679931640625,3190.679931640625,196715
2021-01-05 12:30:00-05:00,3190.60009765625,3200.0,3186.4599609375,3196.469970703125,3196.469970703125,156519
2021-01-05 13:30:00-05:00,3196.010009765625,3219.929931640625,3196.010009765625,3216.3798828125,3216.3798828125,262041
2021-01-05 14:30:00-05:00,3216.610107421875,3222.570068359375,3206.31005859375,3208.481201171875,3208.481201171875,245617
2021-01-05 15:30:00-05:00,3208.1455078125,3223.3798828125,3204.512939453125,3218.510009765625,3218.510009765625,319323
2021-01-06 09:30:00-05:00,3136.89990234375,3197.509033203125,3136.89990234375,3182.949951171875,3182.949951171875,1403098
2021-01-06 10:30:00-05:00,3182.1171875,3197.300048828125,3182.1171875,3185.739990234375,3185.739990234375,435344
2021-01-06 11:30:00-05:00,3187.0,3190.0,3174.5,3184.655029296875,3184.655029296875,323913
